99,udp,SH,733,1044,1,47,210,71,128,1,116,28,13713,10597,45972,57063,56881,473,0,1,357,743,0.22,0.89,0.68,0.23,54755,19327,68,217,193,329,194,0.03,0.87,0.53,469,144,0.48,0.46,0.64,0.21,0.88,0.75,0.23,0.84,normal,77
99,udp,RSTR,2581,187,0,145,222,1,133,1,159,86,94575,42657,10877,94244,47019,528,0,1,426,625,0.84,0.58,0.34,0.87,44489,29735,89,41,306,379,206,0.18,0.97,0.67,223,470,0.97,0.16,0.28,0.77,0.44,0.65,0.66,0.67,normal,19
99,udp,REJ,1931,1131,1,14,110,84,166,1,55,47,69984,46344,46731,3726,8695,260,0,1,520,743,0.64,0.07,0.78,0.24,44636,19746,100,442,309,64,8,0.43,0.57,0.88,338,701,0.68,0.81,0.69,0.1,0.73,0.64,0.35,0.95,normal,84
99,tcp,S3,556,3136,1,130,205,235,49,1,124,132,4822,53293,18915,97692,28181,624,1,1,676,438,0.15,0.21,0.94,0.15,34720,10795,55,174,160,73,320,0.54,0.8,0.09,384,245,0.56,0.01,0.41,0.48,0.21,0.74,0.16,0.39,normal,43
99,icmp,S3,1591,257,0,164,36,125,215,0,75,80,43102,46356,45375,45629,47045,163,0,1,491,287,0.75,0.07,0.99,0.64,33876,48334,62,160,62,388,146,0.05,0.93,0.48,199,413,0.68,0.86,0.47,0.39,0.78,0.52,0.69,0.57,normal,67
99,icmp,S3,1298,1050,1,227,242,187,239,1,149,120,52463,63936,35828,80994,83749,146,0,1,441,862,0.17,0.23,0.25,0.15,6224,16014,97,410,275,398,279,0.2,0.83,0.91,916,919,0.88,0.29,0.86,0.39,0.27,0.15,0.5,0.56,normal,61
99,icmp,S1,2423,967,1,247,84,37,159,1,133,106,34439,64634,60784,60613,66970,116,0,1,484,260,0.11,0.69,0.2,0.11,43051,46417,5,367,138,265,327,0.63,0.72,0.05,44,875,0.05,0.89,0.5,0.4,0.31,0.28,0.65,0.13,malicious,37
99,icmp,S1,1259,2205,1,215,160,67,123,1,108,80,38630,29059,59750,59323,25815,278,0,0,823,198,0.07,0.23,0.38,0.07,60574,47336,73,261,64,250,42,0.26,0.94,0.3,688,802,0.72,0.5,0.62,0.74,0.37,0.22,0.11,0.59,normal,48
99,icmp,RSTR,1098,2280,0,238,148,64,113,0,62,62,7201,37115,77851,53459,25499,563,1,0,133,687,0.5,0.49,0.3,0.85,61611,43673,30,20,240,370,156,0.84,0.71,0.08,267,199,0.66,0.89,0.95,0.95,0.91,0.96,0.49,0.16,normal,54
98,udp,S3,802,2171,0,252,182,58,29,0,239,65,86422,84403,94702,96809,79443,77,0,0,432,263,0.69,0.31,0.78,0.86,39469,16349,91,278,389,175,235,0.29,0.62,0.36,535,741,0.51,0.92,0.49,0.73,0.18,0.37,0.69,0.56,normal,22
98,udp,S0,757,773,1,170,240,52,122,0,151,56,29995,14113,76928,30092,50742,151,1,0,680,362,0.21,0.53,0.09,0.84,21399,59401,81,363,79,188,385,0.14,0.51,0.92,75,115,0.7,0.33,0.48,0.89,0.11,0.68,0.52,0.06,normal,54
98,udp,OTH,460,1700,1,29,83,95,242,1,137,134,85185,48451,28665,95602,36711,282,0,1,607,381,0.74,0.94,0.37,0.41,30421,55051,30,309,308,23,131,0.01,0,0.99,29,716,0.7,0.81,0.38,0.77,0.64,0.44,0.73,0.86,normal,4
98,tcp,SF,3083,247,1,10,43,102,68,0,61,39,12844,95735,86324,36251,41022,291,1,0,222,497,0.99,0.52,0.77,0.02,30325,11988,39,481,76,141,422,0.19,0.86,0.79,105,284,0.11,0.18,0.39,0.02,0.71,0.57,0.47,0.72,malicious,51
98,tcp,RSTO,1502,1481,1,199,223,93,186,1,143,29,89482,5641,26011,51974,77620,280,1,1,182,384,0.99,0.88,0.77,0.93,48906,18948,36,435,33,178,395,0.7,0.55,0.49,229,907,0.54,0.56,0.89,0.89,0.68,0.92,0.07,0.18,normal,57
98,tcp,REJ,2046,2151,0,130,172,104,1,0,96,117,46284,40383,6910,18002,32987,590,0,1,889,672,0.75,0.93,0.65,0.01,58070,30774,28,47,13,119,364,0.69,0.09,0.92,690,290,0.99,0.67,0.09,0.49,0.85,0.15,0.44,0.48,normal,34
98,icmp,S2,2776,1993,0,195,92,160,117,0,242,25,17460,55980,16513,29660,39981,45,1,1,281,229,0.62,0.62,0.66,0.7,43979,56786,20,238,139,93,27,0.12,0.18,0.93,848,298,0.72,0.49,0.78,0.25,0.02,0.4,0.22,0.58,normal,3
98,icmp,REJ,1904,2353,1,53,141,46,255,0,106,32,69483,54625,70346,70572,9516,289,0,0,289,662,0.57,0.91,0.49,0.21,15867,26662,65,234,399,292,398,0.98,0.12,0.55,474,14,0.35,0.31,0.37,0.54,0.4,0.93,0.65,0.48,normal,6
97,udp,S1,2259,447,0,141,220,16,163,0,39,119,3122,66123,61107,39031,12252,504,1,0,77,389,0.31,0.59,0.39,0.32,48008,59706,88,166,202,209,483,0.88,0.06,0.75,157,830,0.53,0.97,0.47,0.82,0.69,0.03,0.2,0.17,malicious,24
97,udp,RSTO,2570,1734,0,148,101,194,253,0,19,54,33891,88518,82662,18935,38293,110,0,0,921,249,0.3,0.09,0.78,0.71,33159,59593,14,260,87,162,414,0.48,0.33,0.23,770,348,0.4,0.38,0.99,0.89,0.9,0.05,0.29,0.53,normal,41
97,udp,RSTO,1393,2129,0,59,231,20,176,0,235,15,92572,29263,16049,68359,26229,339,1,0,627,731,0.87,0.87,0.39,0.97,1541,25313,83,377,118,122,224,0.49,0.17,1,103,997,0.86,0.7,0.55,0.71,1,0.45,0.48,0.74,normal,46
