125,icmp,RSTOS0,918,1783,1,133,116,147,71,0,225,19,63462,888,44020,93547,35479,524,netbios_ns,0,0,863,97,0.3,0.86,0.53,0.49,12693,22179,93,357,3,194,87,0.47,0.85,0.67,741,572,0.05,0.78,0.26,0.77,0.12,0.47,0.34,0.82,normal,20
73,udp,S3,2805,2739,0,97,228,68,248,1,177,45,33116,64710,47293,16719,5274,34,http_443,0,0,967,333,0.75,0.45,0.43,0.49,6610,21836,8,233,340,18,413,0.14,0.73,0.37,529,454,0.02,0.28,0.72,0.54,0.8,0.03,0.43,0.86,normal,15
166,udp,SF,4,1441,1,51,204,35,94,1,138,94,77230,39635,50106,52423,87585,553,aol,0,0,832,520,0.5,0.37,0.83,0.49,21522,40041,86,432,19,167,279,0.69,0.76,0.94,258,498,0.34,0.63,0.96,0.75,0.48,0.15,0.85,0.33,normal,18
80,icmp,RSTO,2707,102,0,202,173,150,215,0,214,104,89687,77618,19203,77412,19018,231,login,1,0,593,176,0.96,0.5,0.64,0.46,19608,40857,99,387,205,240,60,0,0.3,0.46,783,861,0.54,0.73,0.36,0.15,0.78,0.38,0.86,0.68,xss_attack,0
99,udp,S0,2980,1,0,128,41,126,132,0,55,134,14066,90412,44724,12559,71573,372,tftp_u,1,1,86,164,0.94,0.47,0.73,0.08,57784,3595,14,253,46,396,94,0.91,0.46,0.86,474,514,0.55,0.58,0.8,0.31,0.74,0.66,0.13,0.43,normal,34
197,icmp,RSTOS0,328,1471,0,250,130,134,98,0,103,117,7357,91897,4100,28705,69684,504,domain_u,1,1,865,977,0.05,0.85,0.75,0.82,7342,58493,89,274,261,25,447,0.77,0.29,0.38,449,300,0.88,0.18,0.11,0.35,0.95,0.25,0.86,0.48,normal,79
186,udp,S1,96,2409,0,1,40,68,67,1,7,79,74168,93630,37477,1528,75298,197,courier,1,1,838,392,0.39,0.6,0.28,0.75,60412,3540,97,146,199,388,53,0.59,0.45,0.46,457,993,0.24,0.87,0.66,0.28,0.93,0.84,0.29,0.93,xss_attack,53
22,udp,OTH,1824,2322,1,93,235,235,104,0,125,37,45981,1995,80881,72679,81619,426,exec,0,1,666,44,0.33,0.19,0.18,0.03,41205,29267,80,291,362,12,345,0.82,0.17,0.21,161,258,0.19,0.08,0.94,0.53,0.29,0.03,0.2,0.76,tcp-connection,51
114,udp,S2,1937,2422,1,44,215,174,248,0,149,97,19136,38615,77511,7447,9126,234,ldap,1,0,662,908,0.74,0.13,0.78,0.78,4761,9418,42,285,325,183,453,0.33,0.81,0.99,607,817,0.93,0.03,0.73,0.95,0.4,0.05,0.39,0.71,not-suspicious,35
158,udp,SH,206,2962,1,225,35,207,86,1,176,42,1886,42643,78365,61987,31840,414,tim_i,1,0,426,611,0.85,0.35,0.21,0.03,42579,54273,61,349,360,353,455,0.33,0.59,0.39,810,14,0.56,0.34,0.02,0.73,0.76,0.31,0.33,0.15,successful-admin,10
163,udp,OTH,1069,1594,0,241,217,82,150,1,242,117,2655,70019,31873,18190,12924,302,aol,0,0,823,796,0.93,0.2,0.85,0.94,30293,4,19,286,1,39,142,0.75,0.53,0.11,884,70,0.85,0.2,0.56,0.27,0.2,0,0.64,0.87,suspicious-filename-detect,68
126,icmp,S1,1962,2477,0,122,255,152,215,0,73,78,48795,45038,27955,67096,48825,377,domain,1,0,648,281,0.77,0.13,0.34,0.44,65516,58728,7,150,145,283,87,0.37,0.85,0.32,309,339,0.32,0.09,0.18,0.58,0.85,0.31,0.71,0.7,normal,57
186,udp,S1,631,351,1,152,68,72,238,0,138,46,65509,71164,22044,86395,40160,216,ctf,1,1,279,328,0.7,0.37,0.98,0.19,6706,56495,48,9,211,118,80,0.04,0.33,0.94,640,437,0.95,0.88,0.17,0.2,0.54,0.79,0.54,0.97,normal,35
236,tcp,OTH,2488,891,0,217,147,13,89,0,114,28,18362,27936,54069,53424,40214,368,aol,1,0,201,780,0.43,0.05,0.09,0.71,63621,8039,84,306,220,83,302,0.94,0.36,0.41,674,990,0.18,0.24,0.35,0.41,0.13,0.37,0.44,0.76,attempted-dos,29
92,icmp,SH,3127,1931,1,185,21,203,25,1,143,28,18498,37996,96750,69752,13400,112,exec,1,0,588,397,0.3,0.8,0.54,0.54,39997,38998,37,198,216,335,20,0.06,0.03,0.21,780,724,0.24,0.04,0.53,0.44,0.55,0.4,0.55,0.92,system-call-detect,87
40,icmp,S2,557,1380,1,70,92,172,107,1,201,30,13301,31067,58627,34262,72204,319,Z39_50,0,1,272,955,0.02,0.18,0.42,0.56,43963,44322,66,461,328,340,310,0.72,0.09,0.7,879,587,0.31,0.63,0.07,0.21,0.73,0.04,0.66,0.13,shellcode-detect,9
61,tcp,S0,315,1439,0,145,73,36,27,0,131,136,12786,18731,72312,57582,49228,550,netbios_ssn,1,0,129,187,0.24,0.06,0.53,0.01,58255,62232,77,495,195,339,36,0.9,0.99,0.72,976,221,0.22,0.03,0.72,0.64,0.65,0.66,0.81,0.09,policy-violation,20
233,tcp,S1,2197,1627,1,122,36,63,63,0,151,110,64025,41008,96444,86289,41023,408,nnsp,0,1,290,856,0.3,0.76,0,0.49,39917,59562,19,239,262,337,301,0.41,0.51,0.67,795,892,0.49,0.81,0.5,0.69,0.18,0.61,0.14,0.53,denial-of-service,27
171,udp,S1,198,217,1,124,90,138,1,1,74,79,13583,10993,50580,81080,37449,248,hostnames,1,0,70,194,0.84,0.3,0.97,0.12,60218,24223,29,45,292,53,139,0.7,0.16,0.67,701,98,0.15,0.14,0.39,0.02,0.71,0.05,0.65,0.7,normal,75
155,udp,RSTR,1191,2813,0,121,136,163,126,0,179,84,84430,51344,8211,47989,6894,262,imap4,0,1,336,460,1,0.66,0.57,0.95,33981,46379,25,310,346,387,331,0.82,0.19,0.36,739,116,0.75,0.62,0.18,0.61,0.55,0.24,0.12,0.44,normal,30
43,icmp,S3,3213,2664,0,184,189,22,229,0,29,42,13331,39834,14561,65174,2782,99,finger,0,1,526,872,0.48,0.83,0.01,0.34,52273,56705,30,17,325,121,117,0.05,0.75,0.04,26,684,0.1,0.79,0.8,0.02,0.19,0.96,0.24,0.47,attempted-recon,24
96,udp,RSTR,2489,871,0,171,23,63,250,1,159,125,87050,29929,98364,10297,72259,441,http_2784,1,1,159,654,0.25,0.08,0.09,0.26,52014,19136,70,186,264,268,91,0.61,0.78,0,213,549,0.61,0.03,0.92,0.66,0.68,0.73,0.35,0.51,normal,80
210,tcp,REJ,2203,2007,1,190,17,236,217,0,106,135,28303,66251,38177,56289,52276,654,pop_2,1,0,254,489,0.14,0.47,0.97,0.29,23859,60642,93,326,191,384,73,0.97,0.55,0.87,388,566,0.12,0.61,0.99,0.53,0.15,0.36,0.4,0.16,network-scan,88
18,tcp,REJ,2498,1171,1,3,98,81,125,0,76,0,84181,48340,43430,99007,91313,118,eco_i,0,0,993,800,0.35,0.11,0.05,0.51,34764,36080,11,118,395,224,60,0.18,0.22,0.54,414,217,0.05,0.89,0.01,0.62,0.65,0.88,0.51,0.64,normal,72
198,icmp,OTH,358,30,0,170,195,210,253,1,8,4,50232,82969,13878,10369,82112,36,shell,1,0,63,235,0.45,0.13,0.53,0.97,28337,17393,55,271,126,15,313,0.72,0.8,0.57,666,65,0.11,0.5,0.78,0.53,0.91,0.6,0.55,0.52,normal,20
45,udp,S3,2808,1576,1,113,203,84,94,1,95,75,55307,26738,62558,1649,32404,62,ftp_data,0,1,260,293,0.54,0.98,0.14,0.44,43778,9747,69,228,276,56,220,0.57,0.06,0.13,530,730,0.05,0.66,0.33,0.12,0.4,0.29,0.51,0.12,malware,97
4,icmp,RSTO,1117,2897,1,113,227,206,58,1,240,67,34211,5988,95108,70113,28603,314,tftp_u,1,1,65,236,0.41,0.11,0.97,0.19,54543,63023,55,336,214,99,402,0.64,0.95,0.67,132,16,0.06,0.32,0.53,0.75,0.74,0.23,0.87,0.71,successful-admin,69
9,tcp,S1,2144,2461,0,119,128,64,144,1,160,54,80041,47999,72467,97620,3392,274,courier,1,1,256,928,0.44,0.63,0.68,0.11,19439,24428,73,230,335,107,2,0.42,0.84,0.36,930,150,0.8,0.04,0.3,0.35,0.78,0.98,0.54,0.59,normal,28
60,icmp,RSTOS0,2006,2729,0,123,9,114,226,0,207,117,65153,47996,25356,60673,83196,446,printer,1,1,141,820,0.15,0.31,0.42,0.06,48580,44430,44,367,256,158,499,0.64,0.56,0.65,263,968,0.31,0.39,0.91,0.12,0.67,0.87,0.32,0.57,attempted-recon,29
