99,udp,SF,859,2560,0,4,111,158,200,0,26,60,70434,70790,98078,62650,61636,608,0,0,410,246,0.75,0.91,0.05,0.6,11011,58952,65,109,112,400,268,0.23,0.98,0.38,601,12,0.55,0.01,0.28,0.94,0.47,0.46,0.72,0.64,malicious,9
99,udp,S2,1041,2324,0,205,174,8,109,0,171,139,59284,64174,62084,82005,93916,649,0,1,148,500,0.74,0.01,0.75,0.59,62074,20633,48,353,17,24,204,0.26,0.19,0.02,953,675,0.53,1,0.11,0.94,0.39,0.34,0.66,0.4,malicious,61
99,tcp,SF,1327,2129,0,71,124,201,175,1,151,67,3277,95536,24126,33830,42804,39,0,1,124,896,0.6,0.92,0.26,0.47,57870,15765,4,57,63,182,338,0.98,0.72,0.83,74,659,0.84,0.96,0.61,0.94,0.95,0.99,0.46,0.58,malicious,44
99,tcp,RSTOS0,499,1386,1,107,196,212,240,1,246,48,41702,53070,33459,68379,75184,42,1,0,957,975,0.76,0.34,0.55,0.8,22334,45204,91,335,145,276,132,0.49,0.92,0.36,793,129,0.7,0.73,0.69,0.09,0.6,0.64,0.64,0.15,malicious,6
99,tcp,RSTO,1727,2680,0,204,71,212,246,0,237,95,89731,13755,16160,37860,92512,104,0,0,97,456,0.04,0.1,0,0.45,9807,7661,87,36,240,384,9,0.54,0.11,0.6,966,891,0.37,0.24,0.53,0.31,0,0.38,0.43,0.41,malicious,36
99,icmp,S2,1009,2079,0,107,86,6,182,1,180,54,75493,37307,23293,29965,340,413,1,1,379,243,0.97,0.82,0.06,0.6,39146,25296,31,208,84,310,362,0.6,0.29,0.42,520,289,0.2,0.19,0.32,0.37,0.56,0.9,0.37,0.17,malicious,66
99,icmp,S1,852,1541,1,33,130,84,138,0,31,70,32696,55142,19001,47413,55808,690,1,0,281,92,0.39,0.89,0.47,0.29,44890,29696,71,253,355,243,351,0.63,0.13,0.09,227,187,0.78,0.63,0.59,0.78,0.08,0.72,0.09,0.97,malicious,40
99,icmp,RSTOS0,2247,377,0,104,25,33,28,0,209,42,518,75462,1727,51647,51331,655,1,1,726,431,0.73,0.65,0.22,0.29,14112,11767,92,272,365,204,174,0.99,0.31,0.99,964,425,0.9,0.94,0.78,0.94,0.93,0.8,0.36,0.76,malicious,0
98,udp,S2,1568,2540,1,238,118,124,109,1,74,52,63027,37056,76963,14867,49675,431,1,1,950,572,0.31,0.11,0.07,0.23,8723,16944,55,353,173,363,312,0.97,0.33,0.64,763,227,0.98,0.85,0.35,0.33,0.73,0.84,0.95,0.14,malicious,97
98,udp,OTH,1636,1970,0,249,232,219,131,1,88,45,1686,54833,97018,20336,64814,694,1,0,6,585,0.86,0.17,0.1,0.59,64549,4063,0,415,227,325,468,0.63,0.67,0.04,50,243,0.29,0.58,0.68,1,0.66,0.11,0.71,0.44,malicious,45
98,tcp,S1,1145,517,0,180,184,93,150,1,1,94,66868,76825,88783,71680,68939,410,1,1,58,656,0.74,0.81,0,0.77,22034,57618,64,344,245,83,277,0.1,0.56,0.26,263,185,0.01,0.6,0.58,0.97,0.1,0.1,0.09,0.42,malicious,28
98,tcp,S0,1603,2043,0,108,170,131,105,0,139,128,53216,13732,25613,15242,5746,34,0,0,457,235,0.44,0.32,1,0.68,27935,19385,62,232,294,62,66,0.41,0.76,0.91,973,724,0.24,0.35,0.12,0.1,0.36,0.26,0.43,0.28,malicious,53
98,tcp,RSTR,454,1011,1,118,154,210,25,0,162,11,10054,46227,65181,10850,26852,609,1,0,53,114,0.09,0.93,0.58,0.06,59755,41919,48,8,60,225,315,0.06,0.9,0.47,515,531,0.97,0.37,0.99,0.97,0.75,0.3,0.26,0.26,malicious,18
98,tcp,RSTOS0,3008,485,1,121,198,20,9,0,180,53,75439,17996,27145,56425,56847,34,1,1,890,598,0.93,0.68,0.35,0.55,43226,45536,100,20,97,66,130,0.56,0.34,0.06,978,195,0.8,0.18,0.55,0.84,0.22,0.6,0.39,0.67,malicious,50
98,tcp,RSTOS0,2901,1543,0,102,106,110,11,0,13,89,96028,48286,42523,42638,98051,54,1,1,712,974,0.6,0.82,0.84,0.82,46888,45563,3,286,193,391,198,0.35,0.26,0.62,86,577,0.34,0.47,0.84,0.5,0.98,0.15,0.53,0.66,malicious,25
98,icmp,SH,1744,1380,0,73,38,180,86,1,75,7,17379,83467,54306,69745,90868,476,1,1,732,739,0.71,0.74,0.21,0.82,36018,6366,70,150,16,358,101,0.51,0.44,0.72,280,426,0.72,0.57,0.11,0.34,0.39,0.44,0.7,1,malicious,86
98,icmp,SF,2511,3159,0,111,170,118,219,1,79,119,91971,54729,38989,5137,85087,544,0,1,999,111,0.44,0.17,1,1,53798,55951,95,34,103,69,6,0.42,0.98,0.52,237,727,0.6,0.76,0.73,0.79,0.16,0.83,0.99,0.83,malicious,99
98,icmp,SF,2115,1440,0,161,94,29,134,1,159,72,23817,7015,97291,40861,4387,694,0,1,196,387,0.32,0.32,0.82,0.87,32324,43443,29,314,249,20,463,0.65,0.36,0.81,216,686,0.26,0.9,0.33,0.51,0.71,0.91,0.86,0.79,malicious,77
98,icmp,S2,1121,2088,0,99,156,68,234,0,69,135,44801,28452,82108,43351,72635,258,0,0,744,172,0.17,0.66,0.71,0.59,32055,51105,29,194,307,63,177,0.7,0.66,0.63,816,666,0.81,0.19,0.01,0.74,0.13,0,0.97,0.45,malicious,83
98,icmp,S0,387,1296,0,50,203,100,230,0,232,113,65151,5908,53410,90811,17275,215,1,1,250,540,0.49,0.16,0.44,0.36,40916,8294,28,430,221,375,242,0.25,0.21,0.9,214,646,0.31,0.74,0.58,0.28,0.16,0.69,0.43,0.87,malicious,67
98,icmp,RSTR,2950,2100,0,74,8,41,9,0,16,116,49370,82253,93860,30991,85512,626,0,0,964,630,0.98,0.55,0.5,0.33,59934,31489,56,89,185,324,473,0.2,0.69,0.76,786,404,0.12,0.52,0.79,0.06,0.61,0.61,0.31,0.92,malicious,54
98,icmp,RSTO,1294,2687,1,172,224,35,166,0,248,31,43525,22979,7034,13100,25549,262,1,0,427,628,0.35,0.13,0.37,0.7,5066,13742,26,468,101,214,101,0,0.82,0.98,420,178,0.63,0.82,0.44,0.7,0.52,0.65,0.78,0.99,malicious,8
97,udp,SF,1373,1834,0,97,106,245,180,1,13,144,19183,33861,71825,19526,43497,335,1,1,340,210,0.47,0.17,0.58,0.58,38282,41938,25,485,268,273,482,0.22,0.53,0.54,564,378,0.81,0.34,0.91,0.33,0.63,0.18,0.14,0,malicious,38
97,udp,S1,1394,91,0,31,164,179,57,0,11,150,91925,78140,45819,54340,44915,400,1,1,936,791,0.29,0.32,0.5,0.65,38877,19147,39,497,112,24,119,0.88,0.79,0.83,643,709,0.43,0.08,0.07,0.03,0.74,0.96,0.18,0.6,malicious,87
